10	135.87657	209.73642
20	135.87657	202.82364
30	124.01678	193.52823
40	124.01678	185.50334
50	110.98292	177.60602
60	110.98292	171.14943
70	110.98292	163.85172
80	104.92592	156.67851
90	100.81230	150.69893
100	100.81230	145.46767
110	100.81230	140.66440
120	100.81230	136.39705
130	100.05692	132.78889
140	95.37829	129.39151
150	76.56931	125.84925
160	76.56931	122.84403
170	76.56931	121.21778
180	76.56931	119.75109
190	76.56931	118.32921
200	76.56931	116.24697
210	76.56931	114.27896
220	76.56931	112.31052
230	76.56931	109.94299
240	76.56931	108.20891
250	76.56931	106.40086
260	76.56931	104.63692
270	76.56931	103.42575
280	76.56931	101.89892
290	73.89507	100.37277
300	73.89507	99.28159
310	73.89507	98.37422
320	73.17376	96.80898
330	60.06142	95.11684
340	60.06142	93.78519
350	60.06142	92.63284
360	60.06142	91.67532
370	60.06142	90.23313
380	60.06142	88.75970
390	60.06142	87.54828
400	60.06142	86.39310
410	60.06142	85.30982
420	60.06142	83.88042
430	59.28805	82.58554
440	59.28805	81.43188
450	59.28805	80.33127
460	59.28805	79.37408
470	57.66978	78.00428
480	55.06354	76.60310
490	55.06354	75.73201
500	55.06354	75.11842
510	55.06354	74.69260
520	55.06354	73.08535
530	51.77242	72.36680
540	51.77242	71.39830
550	51.77242	70.43109
560	51.77242	69.73233
570	51.77242	68.58163
580	51.77242	67.96794
590	51.77242	67.48092
600	51.77242	66.66648
610	51.77242	66.45058
620	47.86020	65.65956
630	47.86020	64.84202
640	47.86020	64.39015
650	47.86020	63.40598
660	47.86020	62.63710
670	47.86020	61.73987
680	47.86020	61.04781
690	47.86020	60.50920
700	47.86020	60.03184
710	47.86020	59.16889
720	47.86020	58.66087
730	47.86020	58.31256
740	47.86020	57.75330
750	41.21658	57.02225
760	41.21658	56.69165
770	41.21658	56.24403
780	41.21658	55.95807
790	41.21658	55.53647
800	41.21658	54.80589
810	41.21658	54.44633
820	41.21658	53.99077
830	41.21658	53.78015
840	41.21658	53.21743
850	41.19106	52.75520
860	41.19106	52.26780
870	41.19106	52.22356
880	41.19106	51.71019
890	41.19106	51.42552
900	37.68885	50.87814
910	37.68885	50.50005
920	37.68885	50.16959
930	36.61315	49.66462
940	36.61315	49.43468
950	36.61315	49.17363
960	36.61315	48.94422
970	36.61315	48.62630
980	36.61315	48.38966
990	36.15548	48.23338
1000	36.15548	47.80774


10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000


135.87657,135.87657,124.01678,124.01678,110.98292,110.98292,110.98292,104.92592,100.8123,100.8123,100.8123,100.8123,100.05692,95.37829,76.56931,76.56931,76.56931,76.56931,76.56931,76.56931,76.56931,76.56931,76.56931,76.56931,76.56931,76.56931,76.56931,76.56931,73.89507,73.89507,73.89507,73.17376,60.06142,60.06142,60.06142,60.06142,60.06142,60.06142,60.06142,60.06142,60.06142,60.06142,59.28805,59.28805,59.28805,59.28805,57.66978,55.06354,55.06354,55.06354,55.06354,55.06354,51.77242,51.77242,51.77242,51.77242,51.77242,51.77242,51.77242,51.77242,51.77242,47.8602,47.8602,47.8602,47.8602,47.8602,47.8602,47.8602,47.8602,47.8602,47.8602,47.8602,47.8602,47.8602,41.21658,41.21658,41.21658,41.21658,41.21658,41.21658,41.21658,41.21658,41.21658,41.21658,41.19106,41.19106,41.19106,41.19106,41.19106,37.68885,37.68885,37.68885,36.61315,36.61315,36.61315,36.61315,36.61315,36.61315,36.15548,36.15548

209.73642,202.82364,193.52823,185.50334,177.60602,171.14943,163.85172,156.67851,150.69893,145.46767,140.6644,136.39705,132.78889,129.39151,125.84925,122.84403,121.21778,119.75109,118.32921,116.24697,114.27896,112.31052,109.94299,108.20891,106.40086,104.63692,103.42575,101.89892,100.37277,99.28159,98.37422,96.80898,95.11684,93.78519,92.63284,91.67532,90.23313,88.7597,87.54828,86.3931,85.30982,83.88042,82.58554,81.43188,80.33127,79.37408,78.00428,76.6031,75.73201,75.11842,74.6926,73.08535,72.3668,71.3983,70.43109,69.73233,68.58163,67.96794,67.48092,66.66648,66.45058,65.65956,64.84202,64.39015,63.40598,62.6371,61.73987,61.04781,60.5092,60.03184,59.16889,58.66087,58.31256,57.7533,57.02225,56.69165,56.24403,55.95807,55.53647,54.80589,54.44633,53.99077,53.78015,53.21743,52.7552,52.2678,52.22356,51.71019,51.42552,50.87814,50.50005,50.16959,49.66462,49.43468,49.17363,48.94422,48.6263,48.38966,48.23338,47.80774

