10	430.52264	9485.98730
20	430.52264	9212.21582
30	412.88544	8941.16602
40	88.14153	8660.79297
50	88.14153	8395.48730
60	37.23305	8131.99756
70	32.97859	7878.37695
80	27.14923	7631.66357
90	13.42699	7387.77100
100	13.42699	7147.49561
110	13.42699	6915.22363
120	13.42699	6684.84668
130	11.92465	6467.21924
140	11.69986	6241.24316
150	0.00001	6029.16260
160	0.00001	5820.83740
170	0.00001	5610.05664
180	0.00001	5408.51123
190	0.00001	5210.65771
200	0.00001	5015.02539
210	0.00001	4817.81152
220	0.00001	4624.24805
230	0.00001	4430.49365
240	0.00001	4250.91553
250	0.00001	4067.06299
260	0.00001	3881.23706
270	0.00001	3702.24463
280	0.00001	3522.55493
290	0.00001	3357.56323
300	0.00001	3191.13159
310	0.00001	3024.20703
320	0.00001	2860.71460
330	0.00001	2696.33789
340	0.00001	2535.69214
350	0.00001	2382.00635
360	0.00001	2229.47021
370	0.00001	2083.24951
380	0.00001	1945.79102
390	0.00001	1802.48767
400	0.00001	1667.58838
410	0.00001	1529.05017
420	0.00001	1396.87573
430	0.00001	1266.17944
440	0.00001	1139.28162
450	0.00001	1020.21082
460	0.00001	912.19263
470	0.00001	810.75598
480	0.00001	710.37531
490	0.00001	626.26373
500	0.00001	545.89178
510	0.00001	479.94128
520	0.00001	420.73770
530	0.00001	369.72229
540	0.00001	319.33411
550	0.00001	277.46783
560	0.00001	248.02882
570	0.00001	216.53427
580	0.00001	189.59396
590	0.00001	162.45372
600	0.00001	139.59392
610	0.00001	119.64249
620	0.00001	103.32104
630	0.00001	87.12062
640	0.00001	71.82563
650	0.00001	56.85069
660	0.00001	46.16214
670	0.00001	39.69947
680	0.00001	32.00771
690	0.00001	25.22141
700	0.00001	19.34055
710	0.00001	13.12985
720	0.00001	8.69120
730	0.00001	7.15879
740	0.00001	7.72096
750	0.00001	4.08849
760	0.00001	3.56937
770	0.00001	3.08360
780	0.00001	2.62279
790	0.00001	2.21144
800	0.00001	2.77233
810	0.00001	4.71558
820	0.00001	1.32113
830	0.00001	1.05070
840	0.00001	1.29841
850	0.00001	1.14142
860	0.00001	2.37898
870	0.00001	0.54012
880	0.00001	0.93230
890	0.00001	1.76789
900	0.00001	2.16007
910	0.00001	0.30724
920	0.00001	1.15216
930	0.00001	0.18149
940	0.00001	5.50247
950	0.00001	0.06505
960	0.00001	0.90080
970	0.00001	3.14117
980	0.00001	0.00467
990	0.00001	0.00467
1000	0.00001	0.00001
1010	0.00001	2.69310
1020	0.00001	0.45273
1030	0.00001	0.00467
1040	0.00001	0.00001
1050	0.00001	0.00001
1060	0.00001	0.45273
1070	0.00001	3.14117
1080	0.00001	0.00467
1090	0.00001	0.00001
1100	0.00001	0.00467
1110	0.00001	1.34888
1120	0.00001	0.00001
1130	0.00001	0.00001
1140	0.00001	0.00467
1150	0.00001	1.34888
1160	0.00001	2.24502
1170	0.00001	0.90080
1180	0.00001	0.00001
1190	0.00001	2.24503
1200	0.00001	0.00001
1210	0.00001	0.00467
1220	0.00001	0.00001
1230	0.00001	0.00001
1240	0.00001	1.34888
1250	0.00001	3.58925
1260	0.00001	0.45273
1270	0.00001	0.00001
1280	0.00001	0.45274
1290	0.00001	1.34888
1300	0.00001	1.34888
1310	0.00001	0.00467
1320	0.00001	2.24503
1330	0.00001	0.00467
1340	0.00001	3.58925
1350	0.00001	0.90081
1360	0.00001	4.48539
1370	0.00001	0.90080
1380	0.00001	0.45274
1390	0.00001	0.45274
1400	0.00001	0.00001
1410	0.00001	2.69310
1420	0.00001	0.00001
1430	0.00001	0.90081
1440	0.00001	0.00001
1450	0.00001	0.45273
1460	0.00001	0.00467
1470	0.00001	0.00467
1480	0.00001	0.90080
1490	0.00001	0.00467
1500	0.00001	0.00467
1510	0.00001	1.79695
1520	0.00001	0.45274
1530	0.00001	0.45274
1540	0.00001	0.00467
1550	0.00001	0.00467
1560	0.00001	0.45274
1570	0.00001	2.24503
1580	0.00001	0.00001
1590	0.00001	0.00001
1600	0.00001	0.45274
1610	0.00001	0.00001
1620	0.00001	1.34888
1630	0.00001	0.00467
1640	0.00001	0.00001
1650	0.00001	0.00467
1660	0.00001	1.34888
1670	0.00001	0.00467
1680	0.00001	0.00467
1690	0.00001	3.14117
1700	0.00001	0.00001
1710	0.00001	4.03731
1720	0.00001	2.24502
1730	0.00001	0.00001
1740	0.00001	0.00001
1750	0.00001	1.34888
1760	0.00001	0.00467
1770	0.00001	0.00001
1780	0.00001	0.00001
1790	0.00001	0.45273
1800	0.00001	0.00001
1810	0.00001	0.45273
1820	0.00001	4.03731
1830	0.00001	2.69309
1840	0.00001	0.00467
1850	0.00001	0.45274
1860	0.00001	0.00001
1870	0.00001	2.69309
1880	0.00001	0.00467
1890	0.00001	0.00467
1900	0.00001	0.45274
1910	0.00001	0.00467
1920	0.00001	0.45274
1930	0.00001	1.34888
1940	0.00001	0.00001
1950	0.00001	0.90081
1960	0.00001	0.00467
1970	0.00001	0.00467
1980	0.00001	0.00467
1990	0.00001	0.00001
2000	0.00001	0.00467
